,winner,winner_url,looser,looser_url,outcome
166,HyunSung Park,http://www.ufcstats.com/fighter-details/b671bdf981ad527d,Tatsuro Taira,http://www.ufcstats.com/fighter-details/4461d7e47375a895,0.0
167,Chris Duncan,http://www.ufcstats.com/fighter-details/fd406a32a6fb3a29,Mateusz Rebecki,http://www.ufcstats.com/fighter-details/849c5d9979df5357,1.0
168,Esteban Ribovics,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba,Elves Brener,http://www.ufcstats.com/fighter-details/48a9a128784d53d1,1.0
169,Nora Cornolle,http://www.ufcstats.com/fighter-details/f2b3f4ef3f780168,Karol Rosa,http://www.ufcstats.com/fighter-details/351c4ec637380ad5,0.0
170,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Elizeu Zaleski dos Santos,http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b,1.0
171,Kevin Vallejos,http://www.ufcstats.com/fighter-details/239d8e5359022f3b,Danny Silva,http://www.ufcstats.com/fighter-details/d964a59c48381cb6,1.0
172,Rinya Nakamura,http://www.ufcstats.com/fighter-details/d8c811df0386d5e8,Nathan Fletcher,http://www.ufcstats.com/fighter-details/a2d342ffc83913ed,1.0
173,Rodolfo Vieira,http://www.ufcstats.com/fighter-details/260e9e0d4954aea6,Tresean Gore,http://www.ufcstats.com/fighter-details/147e70aa6cc48cfc,1.0
174,Nick Klein,http://www.ufcstats.com/fighter-details/7eaa5e31c2dd86aa,Andrey Pulyaev,http://www.ufcstats.com/fighter-details/22e07d3da1aa3475,0.0
175,Austin Bashi,http://www.ufcstats.com/fighter-details/d3f89fa685bd8420,John Yannis,http://www.ufcstats.com/fighter-details/450bcab0968562c4,1.0
176,Felipe Bunes,http://www.ufcstats.com/fighter-details/53c10176e3bc7416,Rafael Estevam,http://www.ufcstats.com/fighter-details/83455a9d17f57dae,0.0
177,Piera Rodriguez,http://www.ufcstats.com/fighter-details/e375cb5caf4717b6,Ketlen Souza,http://www.ufcstats.com/fighter-details/8bd4200561c77a62,1.0
178,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Reinier de Ridder,http://www.ufcstats.com/fighter-details/d549cefc7c54ab78,0.0
179,Marcus McGhee,http://www.ufcstats.com/fighter-details/c0ac37a4a1133da9,Petr Yan,http://www.ufcstats.com/fighter-details/d661ce4da776fc20,0.0
180,Shara Magomedov,http://www.ufcstats.com/fighter-details/06734ca9d88dec3a,Marc-Andre Barriault,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d,1.0
181,Jose Ochoa,http://www.ufcstats.com/fighter-details/88be62d6c1e6dadb,Asu Almabayev,http://www.ufcstats.com/fighter-details/8d3273573b85be09,0.0
182,Bogdan Guskov,http://www.ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Nikita Krylov,http://www.ufcstats.com/fighter-details/1091d4d957141094,1.0
183,Said Nurmagomedov,http://www.ufcstats.com/fighter-details/0fd5f4b838e890cc,Bryce Mitchell,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9,0.0
184,Muslim Salikhov,http://www.ufcstats.com/fighter-details/447f9858ae78f921,Carlos Leal,http://www.ufcstats.com/fighter-details/28d421729451c8ca,1.0
185,Da'Mon Blackshear,http://www.ufcstats.com/fighter-details/da22387a0407a2dc,Davey Grant,http://www.ufcstats.com/fighter-details/113df4fde64735c6,0.0
186,Amanda Ribas,http://www.ufcstats.com/fighter-details/beecb672a279223e,Tabatha Ricci,http://www.ufcstats.com/fighter-details/d25240135aee03e5,0.0
187,Billy Elekana,http://www.ufcstats.com/fighter-details/07a74004d964c7f4,Ibo Aslan,http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45,1.0
188,Mohammad Yahya,http://www.ufcstats.com/fighter-details/3753714927f18437,Steven Nguyen,http://www.ufcstats.com/fighter-details/69037fc7730e4225,0.0
189,Marcus Buchecha,http://www.ufcstats.com/fighter-details/095854a135e6db55,Martin Buday,http://www.ufcstats.com/fighter-details/8eb046f83e82bf26,0.0
190,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,1.0
191,Roman Kopylov,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6,Paulo Costa,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0.0
192,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede,Daniel Rodriguez,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6,0.0
193,Patricio Freire,http://www.ufcstats.com/fighter-details/98a58c26c5b1ed17,Dan Ige,http://www.ufcstats.com/fighter-details/82a5152216251682,1.0
194,Daniel Zellhuber,http://www.ufcstats.com/fighter-details/4148802ae4a50768,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d,0.0
195,Vinicius Oliveira,http://www.ufcstats.com/fighter-details/18d01f7f8338ae72,Kyler Phillips,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7,1.0
196,Marvin Vettori,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,Brendan Allen,http://www.ufcstats.com/fighter-details/2f181c0467965b98,0.0
197,Nikolay Veretennikov,http://www.ufcstats.com/fighter-details/0f1efce7d2571d10,Francisco Prado,http://www.ufcstats.com/fighter-details/3920d0cc288f9b0d,1.0
198,Robert Valentin,http://www.ufcstats.com/fighter-details/0cd0456d6029cec2,Ateba Gautier,http://www.ufcstats.com/fighter-details/2f815ed5f8278ba6,0.0
199,Islam Dulatov,http://www.ufcstats.com/fighter-details/e803242fb2e41112,Adam Fugitt,http://www.ufcstats.com/fighter-details/a01a62132460a98d,1.0
200,Jimmy Crute,http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b,Marcin Prachnio,http://www.ufcstats.com/fighter-details/6370c1c1e12723d5,1.0
201,Lukasz Brzeski,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Ryan Spann,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80,0.0
202,Brunno Ferreira,http://www.ufcstats.com/fighter-details/1e719d4b676dc19a,Jackson McVey,http://www.ufcstats.com/fighter-details/3eeec2f53cebdf12,1.0
203,Carli Judice,http://www.ufcstats.com/fighter-details/f1ab6f37492c630a,Nicolle Caliari,http://www.ufcstats.com/fighter-details/fc0a4053eb8a3a59,1.0
204,Derrick Lewis,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Tallison Teixeira,http://www.ufcstats.com/fighter-details/17923f676f100e16,1.0
205,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Gabriel Bonfim,http://www.ufcstats.com/fighter-details/01641ba5df0c69b0,0.0
206,Calvin Kattar,http://www.ufcstats.com/fighter-details/751de04455cfaac0,Steve Garcia,http://www.ufcstats.com/fighter-details/97cf1a2c7c5e7889,0.0
207,Morgan Charriere,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e,Nate Landwehr,http://www.ufcstats.com/fighter-details/583ee11abddfc581,1.0
208,Vitor Petrino,http://www.ufcstats.com/fighter-details/71171fc96445bf65,Austen Lane,http://www.ufcstats.com/fighter-details/be9bdec19b7e9ffe,1.0
209,Junior Tafa,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4,Tuco Tokkos,http://www.ufcstats.com/fighter-details/3e8118c1ab52f211,0.0
210,Max Griffin,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Chris Curtis,http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3,0.0
211,Jake Matthews,http://www.ufcstats.com/fighter-details/a845f0735bc67405,Chidi Njokuani,http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef,1.0
212,Eduarda Moura,http://www.ufcstats.com/fighter-details/de594b35c45c2e9a,Lauren Murphy,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,1.0
213,Valter Walker,http://www.ufcstats.com/fighter-details/f5779a2303ed76ec,Kennedy Nzechukwu,http://www.ufcstats.com/fighter-details/8667caa0451d245b,1.0
214,Mitch Ramirez,http://www.ufcstats.com/fighter-details/e99eb0ef25885de5,Mike Davis,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,0.0
215,Fatima Kline,http://www.ufcstats.com/fighter-details/745fa7b605f8e2da,Melissa Martinez,http://www.ufcstats.com/fighter-details/3f4c3bc822bea45d,1.0
216,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Ilia Topuria,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7,0.0
217,Alexandre Pantoja,http://www.ufcstats.com/fighter-details/a0f0004aadf10b71,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,1.0
218,Brandon Royval,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15,Joshua Van,http://www.ufcstats.com/fighter-details/17e97649403ba428,0.0
219,Beneil Dariush,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,Renato Moicano,http://www.ufcstats.com/fighter-details/b6452706b373eea1,1.0
220,Felipe Lima,http://www.ufcstats.com/fighter-details/9256f591b30c073e,Payton Talbott,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4,0.0
221,Jack Hermansson,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6,Gregory Rodrigues,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd,0.0
222,Hyder Amil,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe,Jose Delgado,http://www.ufcstats.com/fighter-details/7d6ceff6747f2de2,0.0
223,Viviane Araujo,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,Tracy Cortez,http://www.ufcstats.com/fighter-details/68d4a891e5cf2029,0.0
224,Viacheslav Borshchev,http://www.ufcstats.com/fighter-details/19c591115a58982c,Terrance McKinney,http://www.ufcstats.com/fighter-details/809bd1a871491508,0.0
225,Jacobe Smith,http://www.ufcstats.com/fighter-details/85497ffd934ecf7e,Niko Price,http://www.ufcstats.com/fighter-details/d8da10db80131bec,1.0
226,Jhonata Diniz,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618,Alvin Hines,http://www.ufcstats.com/fighter-details/ab2a4b5e04dc5fe9,1.0
227,Jamahal Hill,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a,Khalil Rountree Jr.,http://www.ufcstats.com/fighter-details/749f572d1d3161fb,0.0
228,Ignacio Bahamondes,http://www.ufcstats.com/fighter-details/e4a47b07044ddd72,Rafael Fiziev,http://www.ufcstats.com/fighter-details/c814b4c899793af6,0.0
229,Rizvan Kuniev,http://www.ufcstats.com/fighter-details/739fd4fbb5d862f4,Curtis Blaydes,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,0.0
230,Myktybek Orolbai,http://www.ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Tofiq Musayev,http://www.ufcstats.com/fighter-details/ae81a3ac7b260411,1.0
231,Nazim Sadykhov,http://www.ufcstats.com/fighter-details/ff62013d2fce6d13,Nikolas Motta,http://www.ufcstats.com/fighter-details/37f560436d745c18,1.0
232,Muhammad Naimov,http://www.ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Bogdan Grad,http://www.ufcstats.com/fighter-details/fb37795db81f93f3,1.0
233,Oban Elliott,http://www.ufcstats.com/fighter-details/6b56e94a59b7b134,Seokhyeon Ko,http://www.ufcstats.com/fighter-details/4a07b1988477502c,0.0
234,JunYong Park,http://www.ufcstats.com/fighter-details/285ae0b4a68221f4,Ismail Naurdiev,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113,1.0
235,Daria Zhelezniakova,http://www.ufcstats.com/fighter-details/07047eb7d17fb0a2,Melissa Mullins,http://www.ufcstats.com/fighter-details/bd532e9a2b93870c,1.0
236,Klaudia Sygula,http://www.ufcstats.com/fighter-details/9f5e3c20ce40b344,Irina Alekseeva,http://www.ufcstats.com/fighter-details/103e2e33a60683e1,1.0
237,Tagir Ulanbekov,http://www.ufcstats.com/fighter-details/f00ac08ab056af5d,Azat Maksum,http://www.ufcstats.com/fighter-details/7f1bf0c255ec8756,1.0
238,Mohammed Usman,http://www.ufcstats.com/fighter-details/da7f113b5ea39c43,Hamdy Abdelwahab,http://www.ufcstats.com/fighter-details/3329d692aea4dc28,1.0
239,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Joaquin Buckley,http://www.ufcstats.com/fighter-details/b9437600497350f3,1.0
240,Miranda Maverick,http://www.ufcstats.com/fighter-details/f29a6350c69f4a33,Rose Namajunas,http://www.ufcstats.com/fighter-details/47b63240018d5d86,0.0
241,Andre Petroski,http://www.ufcstats.com/fighter-details/5f61780fe5e9b6d0,Edmen Shahbazyan,http://www.ufcstats.com/fighter-details/4144798612ef96e5,0.0
242,Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,Raoni Barcelos,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7,0.0
243,Cody Brundage,http://www.ufcstats.com/fighter-details/f14f644d41ade29f,Mansur Abdul-Malik,http://www.ufcstats.com/fighter-details/841695e02c99a521,0.0
244,Alonzo Menifield,http://www.ufcstats.com/fighter-details/a495f599e787614f,Oumar Sy,http://www.ufcstats.com/fighter-details/46e2011d92463b7e,1.0
245,Paul Craig,http://www.ufcstats.com/fighter-details/eabf206b162b3b83,Rodolfo Bellato,http://www.ufcstats.com/fighter-details/69898645d600abdb,1.0
246,Michael Chiesa,http://www.ufcstats.com/fighter-details/c58f51dedb310998,Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,1.0
247,Malcolm Wellmaker,http://www.ufcstats.com/fighter-details/2e45d08b3f2f02c8,Kris Moutinho,http://www.ufcstats.com/fighter-details/9c27f3217891f3f0,1.0
248,Jose Ochoa,http://www.ufcstats.com/fighter-details/88be62d6c1e6dadb,Cody Durden,http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,1.0
249,Cameron Smotherman,http://www.ufcstats.com/fighter-details/5c84f673b7bb7c15,Ricky Simon,http://www.ufcstats.com/fighter-details/5987b2458f4b5290,0.0
250,Phil Rowe,http://www.ufcstats.com/fighter-details/8e382b585a92affe,Ange Loosa,http://www.ufcstats.com/fighter-details/1497e735d9f2560a,1.0
251,Vanessa Demopoulos,http://www.ufcstats.com/fighter-details/2c483cf443f38ece,Jamey-Lyn Horth,http://www.ufcstats.com/fighter-details/5c637af9472ae7cc,0.0
252,Merab Dvalishvili,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,Sean O'Malley,http://www.ufcstats.com/fighter-details/b50a426a33da0012,1.0
253,Kayla Harrison,http://www.ufcstats.com/fighter-details/1af1170ed937cba7,Julianna Pena,http://www.ufcstats.com/fighter-details/3253b16d38ae087d,1.0
254,Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Joe Pyfer,http://www.ufcstats.com/fighter-details/c1085e1701b13eca,0.0
255,Mario Bautista,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6,Patchy Mix,http://www.ufcstats.com/fighter-details/2cfba6c837c03ed0,1.0
256,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,1.0
257,Joshua Van,http://www.ufcstats.com/fighter-details/17e97649403ba428,Bruno Silva,http://www.ufcstats.com/fighter-details/294aa73dbf37d281,1.0
258,Brendson Ribeiro,http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d,Azamat Murzakanov,http://www.ufcstats.com/fighter-details/e90a2f22417af68e,0.0
259,Serghei Spivac,http://www.ufcstats.com/fighter-details/e2f6b2769aaedd6c,Waldo Cortes Acosta,http://www.ufcstats.com/fighter-details/fc08099550072fe4,0.0
260,Khaos Williams,http://www.ufcstats.com/fighter-details/2558ae2e5671e318,Andreas Gustafsson,http://www.ufcstats.com/fighter-details/2caf993f53541fa1,0.0
261,Ariane da Silva,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,Wang Cong,http://www.ufcstats.com/fighter-details/2997e7fe3c9d3d4a,0.0
262,Jeka Saragih,http://www.ufcstats.com/fighter-details/57186c150c645200,JooSang Yoo,http://www.ufcstats.com/fighter-details/a44020ea2e8cd026,0.0
263,Yanal Ashmouz,http://www.ufcstats.com/fighter-details/c739c2995a275314,Quillan Salkilld,http://www.ufcstats.com/fighter-details/17734443a833cdf7,0.0
264,Mark Choinski,http://www.ufcstats.com/fighter-details/001eb2ab0f30e7ea,MarQuel Mederos,http://www.ufcstats.com/fighter-details/e2be0c1a9b886d92,0.0
265,Ludovit Klein,http://www.ufcstats.com/fighter-details/5b86d491d63890c5,Mateusz Gamrot,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece,0.0
266,Ramiz Brahimaj,http://www.ufcstats.com/fighter-details/3d074044a33825e7,Billy Ray Goff,http://www.ufcstats.com/fighter-details/fa07345cc9db5cc9,1.0
267,Dustin Jacoby,http://www.ufcstats.com/fighter-details/e4277e87a789d687,Bruno Lopes,http://www.ufcstats.com/fighter-details/0abcf6bc47191219,1.0
268,Ketlen Vieira,http://www.ufcstats.com/fighter-details/b9706f80d005036c,Macy Chiasson,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,1.0
269,Zach Reese,http://www.ufcstats.com/fighter-details/23dec7c47cb418f8,Dusko Todorovic,http://www.ufcstats.com/fighter-details/866fd7b1a6c90e7f,1.0
270,Allan Nascimento,http://www.ufcstats.com/fighter-details/253076a23d03dcd0,Jafel Filho,http://www.ufcstats.com/fighter-details/65adf3856c4d9256,1.0
271,Kurt Holobaugh,http://www.ufcstats.com/fighter-details/a7151778b3381036,Jordan Leavitt,http://www.ufcstats.com/fighter-details/ac026518a9b4dc0f,0.0
272,Bolaji Oki,http://www.ufcstats.com/fighter-details/4bdedbdeedff7d1d,Michael Aswell Jr.,http://www.ufcstats.com/fighter-details/01c9e4013afce141,1.0
273,Rayanne dos Santos,http://www.ufcstats.com/fighter-details/02bb48869eb7ac8f,Alice Ardelean,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404,0.0
274,Michael Morales,http://www.ufcstats.com/fighter-details/c32aeb1a59e6272d,Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a,1.0
275,Mairon Santos,http://www.ufcstats.com/fighter-details/480779d7f9a424d3,Sodiq Yusuff,http://www.ufcstats.com/fighter-details/94426bb170c88115,1.0
276,Dustin Stoltzfus,http://www.ufcstats.com/fighter-details/71505842fb6455c3,Nursulton Ruziboev,http://www.ufcstats.com/fighter-details/49d2a08964c5eb11,0.0
277,Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,Melquizael Costa,http://www.ufcstats.com/fighter-details/20bccc9bb4ceb23e,0.0
278,Matheus Camilo,http://www.ufcstats.com/fighter-details/72f890c5d421e705,Gabe Green,http://www.ufcstats.com/fighter-details/5eb50529a8418b77,0.0
279,Thiago Moises,http://www.ufcstats.com/fighter-details/d945aae53e3e54e6,Jared Gordon,http://www.ufcstats.com/fighter-details/7026eca45f65377b,0.0
280,Yadier del Valle,http://www.ufcstats.com/fighter-details/70380ccdc81915b8,Connor Matthews,http://www.ufcstats.com/fighter-details/36e78278a77006d4,1.0
281,Luana Santos,http://www.ufcstats.com/fighter-details/5078e1dacf9d25f4,Tainara Lisboa,http://www.ufcstats.com/fighter-details/2c5f5749569eef66,1.0
282,Denise Gomes,http://www.ufcstats.com/fighter-details/cffb87059e645bd1,Elise Reed,http://www.ufcstats.com/fighter-details/ac7c765882f2c68c,1.0
283,HyunSung Park,http://www.ufcstats.com/fighter-details/b671bdf981ad527d,Carlos Hernandez,http://www.ufcstats.com/fighter-details/798e48f9e7f6ba22,1.0
284,Tecia Pennington,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3,Luana Pinheiro,http://www.ufcstats.com/fighter-details/a3a542074109b347,1.0
285,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,Jack Della Maddalena,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f,0.0
286,Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1,Manon Fiorot,http://www.ufcstats.com/fighter-details/34ff304266360297,1.0
287,Jose Aldo,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,Aiemann Zahabi,http://www.ufcstats.com/fighter-details/24656ef4d605c96f,0.0
288,Natalia Silva,http://www.ufcstats.com/fighter-details/262d32ebda89efc4,Alexa Grasso,http://www.ufcstats.com/fighter-details/e8b731feff72294b,1.0
289,Benoit Saint Denis,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56,Kyle Prepolec,http://www.ufcstats.com/fighter-details/873626e5547b5235,1.0
290,Charles Radtke,http://www.ufcstats.com/fighter-details/feedf3053472fe56,Mike Malott,http://www.ufcstats.com/fighter-details/dd6103dd7127db1d,0.0
291,Jessica Andrade,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Jasmine Jasudavicius,http://www.ufcstats.com/fighter-details/a9e260472d321361,0.0
292,Ion Cutelaba,http://www.ufcstats.com/fighter-details/cd13728ae1151f46,Modestas Bukauskas,http://www.ufcstats.com/fighter-details/476fe566d2df676e,0.0
293,Ivan Erslan,http://www.ufcstats.com/fighter-details/64ad3e3b0efa30bb,Navajo Stirling,http://www.ufcstats.com/fighter-details/b4b496ec2197ee3e,0.0
294,Marc-Andre Barriault,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Bruno Silva,http://www.ufcstats.com/fighter-details/12ebd7d157e91701,1.0
295,Daniel Santos,http://www.ufcstats.com/fighter-details/b67d6bacc68d4c92,JeongYeong Lee,http://www.ufcstats.com/fighter-details/d008d785f6347dc2,1.0
296,Bekzat Almakhan,http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Brad Katona,http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,1.0
297,Deiveson Figueiredo,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,Cory Sandhagen,http://www.ufcstats.com/fighter-details/65f09bacd3957381,0.0
