winner,looser,height_1,weight_1,reach_1,stance_1,dob_1,slpm_1,stracc_1,sapm_1,strdef_1,tdavg_1,tdacc_1,tddef_1,subavg_1,height_2,weight_2,reach_2,stance_2,dob_2,slpm_2,stracc_2,sapm_2,strdef_2,tdavg_2,tdacc_2,tddef_2,subavg_2,fight_date,cur_streak_1,max_streak_1,cur_streak_2,max_streak_2,outcome
John Allan,Roman Dolidze,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993",3.56,42%,5.74,52%,1.4,71%,50%,0.8,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",3.41,41%,3.72,48%,0.99,39%,26%,0.8,2020.0,0.0,0.0,3.0,4.0,0.0
Matt Wiman,Jordan Leavitt,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.49,61%,1.79,57%,2.92,30%,30%,1.3,2020.0,0.0,4.0,0.0,2.0,0.0
Jose Quinonez,Louis Smolka,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.6,45%,3.0,64%,2.7,47%,42%,0.6,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.67,47%,4.11,53%,1.69,35%,32%,1.8,2020.0,0.0,4.0,0.0,4.0,0.0
Ilia Topuria,Damon Jackson,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",4.81,48%,3.83,64%,1.96,61%,93%,1.1,"5' 11""",155 lbs.,"71""",Switch,"Aug 08, 1988",2.96,42%,3.47,49%,2.3,32%,37%,1.2,2020.0,8.0,8.0,0.0,4.0,1.0
Jake Collier,Gian Villante,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 25, 1988",5.8,44%,5.08,50%,0.71,33%,67%,0.6,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0,2020.0,0.0,1.0,0.0,3.0,1.0
Devin Clark,Anthony Smith,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.03,54%,3.24,44%,2.17,32%,58%,0.1,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",3.19,49%,5.04,44%,0.44,22%,50%,0.6,2020.0,0.0,2.0,0.0,3.0,0.0
Takashi Sato,Miguel Baeza,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,41%,3.73,44%,0.76,37%,60%,0.0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2.0,2020.0,0.0,1.0,0.0,4.0,0.0
Parker Porter,Josh Parisian,"6' 0""",265 lbs.,"75""",Orthodox,"Apr 22, 1985",6.55,50%,6.32,51%,1.35,26%,66%,0.5,"6' 4""",265 lbs.,"79""",Orthodox,"Jun 28, 1989",4.55,48%,4.88,41%,0.98,33%,46%,0.2,2020.0,1.0,3.0,0.0,2.0,1.0
Spike Carlyle,Bill Algeo,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",5.88,51%,4.38,47%,1.03,50%,55%,0.1,2020.0,0.0,1.0,0.0,2.0,0.0
Norma Dumont,Ashlee Evans-Smith,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",3.89,50%,2.12,65%,1.56,56%,68%,0.0,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34%,4.59,53%,0.95,22%,50%,0.0,2020.0,5.0,5.0,0.0,2.0,1.0
Kai Kamaka,Jonathan Pearce,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 05, 1995",4.96,57%,5.29,55%,1.93,58%,52%,0.3,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",5.12,54%,3.32,54%,5.02,50%,55%,0.8,2020.0,0.0,1.0,0.0,5.0,0.0
Martin Day,Anderson Dos Santos,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",2.7,25%,5.37,49%,0.98,14%,66%,0.7,2020.0,0.0,0.0,1.0,1.0,0.0
Rachael Ostovich,Gina Mazany,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",2.54,43%,3.97,57%,2.03,83%,66%,0.8,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",3.73,50%,3.52,50%,4.34,52%,33%,0.2,2020.0,0.0,1.0,0.0,1.0,0.0
Sumudaerji,Malcolm Gordon,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.48,52%,2.39,60%,0.16,11%,71%,0.6,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",2.5,45%,2.0,43%,1.72,35%,26%,1.0,2020.0,1.0,3.0,0.0,2.0,1.0
Nate Maness,Luke Sanders,"5' 10""",125 lbs.,"72""",Orthodox,"Jun 27, 1991",3.14,50%,3.88,42%,0.68,75%,80%,0.7,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.61,52%,4.37,50%,0.71,30%,72%,0.2,2020.0,1.0,3.0,0.0,2.0,1.0
Alex Perez,Deiveson Figueiredo,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",4.19,46%,3.2,58%,2.04,46%,77%,0.8,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",2.75,54%,3.54,49%,1.71,35%,57%,1.3,2020.0,1.0,4.0,0.0,5.0,0.0
Jennifer Maia,Valentina Shevchenko,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",4.35,38%,4.52,55%,0.42,27%,58%,0.1,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.04,52%,2.0,63%,2.65,61%,76%,0.3,2020.0,2.0,2.0,2.0,9.0,0.0
Tim Means,Mike Perry,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",5.04,49%,3.65,60%,1.14,40%,64%,0.2,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",4.32,47%,5.16,52%,0.81,40%,78%,0.2,2020.0,0.0,4.0,0.0,2.0,1.0
Katlyn Cerminara,Cynthia Calvillo,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.58,34%,4.48,62%,0.31,15%,50%,0.3,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",4.41,38%,4.12,64%,1.8,44%,77%,0.8,2020.0,0.0,4.0,0.0,3.0,1.0
Mauricio Rua,Paul Craig,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50%,2.79,54%,2.01,48%,49%,0.7,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",2.5,45%,3.04,43%,1.43,18%,35%,1.3,2020.0,0.0,8.0,0.0,4.0,0.0
Brandon Royval,Brandon Moreno,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",5.55,41%,4.23,43%,0.67,75%,45%,1.1,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.96,44%,3.62,60%,1.51,44%,64%,0.4,2020.0,2.0,3.0,1.0,3.0,0.0
Joaquin Buckley,Jordan Wright,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",3.88,36%,2.93,59%,1.54,45%,72%,0.1,"6' 2""",205 lbs.,"77""",Orthodox,"Oct 07, 1991",4.1,56%,6.03,31%,2.09,45%,100%,0.4,2020.0,6.0,6.0,0.0,1.0,1.0
Ariane da Silva,Antonina Shevchenko,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",4.05,41%,4.4,50%,0.47,38%,68%,0.3,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",3.86,55%,2.93,52%,0.43,42%,53%,0.4,2020.0,0.0,3.0,0.0,2.0,0.0
Nicolas Dalby,Daniel Rodriguez,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",4.05,43%,3.69,52%,0.98,27%,58%,0.1,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",7.2,49%,5.4,57%,0.51,50%,64%,0.1,2020.0,0.0,4.0,2.0,4.0,1.0
Alan Jouban,Jared Gooden,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",5.67,50%,3.77,60%,0.51,44%,58%,0.3,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",4.4,48%,6.74,45%,0.91,45%,65%,0.4,2020.0,0.0,3.0,1.0,1.0,1.0
Kyle Daukaus,Dustin Stoltzfus,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.32,53%,2.9,42%,2.08,25%,82%,2.1,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.3,45%,3.23,47%,2.08,37%,46%,1.1,2020.0,1.0,1.0,0.0,1.0,1.0
Louis Cosce,Sasha Palatnikov,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",4.31,45%,5.35,47%,1.04,20%,50%,0.5,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989",6.69,53%,5.44,52%,0.72,100%,70%,0.0,2020.0,0.0,1.0,0.0,1.0,0.0
Paul Felder,Rafael Dos Anjos,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.7,44%,3.44,48%,0.29,28%,64%,0.2,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",3.48,47%,3.23,60%,1.95,35%,54%,0.6,2020.0,0.0,3.0,0.0,5.0,0.0
Abdul Razak Alhassan,Khaos Williams,"5' 10""",185 lbs.,"73""",Orthodox,"Aug 11, 1985",3.64,49%,4.01,54%,0.84,33%,51%,0.2,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",4.94,39%,5.39,40%,0.0,0%,51%,0.0,2020.0,0.0,3.0,0.0,2.0,0.0
Miranda Granger,Ashley Yoder,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",2.79,47%,2.57,57%,0.0,0%,33%,0.0,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",3.42,39%,4.13,47%,1.09,27%,66%,0.6,2020.0,0.0,1.0,0.0,2.0,0.0
Sean Strickland,Brendan Allen,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.95,42%,4.57,60%,0.73,64%,76%,0.2,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.59,53%,3.62,47%,1.56,42%,56%,1.1,2020.0,1.0,6.0,1.0,7.0,1.0
Cory McKenna,Kay Hansen,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",2.94,38%,3.68,46%,2.0,47%,75%,0.4,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.01,50%,3.19,51%,1.83,22%,37%,0.8,2020.0,0.0,2.0,0.0,1.0,1.0
Randa Markos,Kanako Murata,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.97,43%,3.1,58%,1.12,28%,52%,0.2,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",2.15,56%,2.4,53%,3.38,56%,100%,0.8,2020.0,0.0,1.0,0.0,1.0,0.0
Tony Gravely,Geraldo de Freitas,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,5.4,41%,52%,0.3,"5' 7""",135 lbs.,"72""",Orthodox,"Sep 30, 1991",3.67,52%,2.62,50%,3.0,45%,59%,0.0,2020.0,0.0,2.0,0.0,1.0,1.0
Alex Morono,Rhys McKee,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",5.03,40%,4.78,56%,0.33,24%,47%,0.3,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",4.71,40%,7.15,47%,0.0,0%,47%,0.0,2020.0,0.0,4.0,1.0,1.0,1.0
Don'Tale Mayes,Roque Martinez,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",3.22,43%,3.61,46%,0.59,38%,46%,0.0,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",3.28,53%,4.9,56%,0.38,50%,53%,0.4,2020.0,0.0,2.0,0.0,0.0,1.0
Glover Teixeira,Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48%,2.57,53%,0.88,33%,65%,0.1,2020.0,0.0,8.0,0.0,4.0,1.0
Tanner Boser,Andrei Arlovski,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",4.7,52%,2.75,58%,0.0,0%,63%,0.0,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2,2020.0,0.0,2.0,0.0,6.0,0.0
Khalid Taha,Raoni Barcelos,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0.0,0%,61%,0.2,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",4.92,51%,4.4,61%,2.22,31%,87%,0.6,2020.0,0.0,1.0,3.0,5.0,0.0
Jamey Simmons,Giga Chikadze,"5' 6""",135 lbs.,"70""",Orthodox,"Sep 11, 1992",0.79,21%,1.92,74%,0.0,0%,50%,0.0,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",3.82,42%,3.48,60%,0.19,33%,65%,0.2,2020.0,0.0,0.0,0.0,7.0,0.0
Yan Xiaonan,Claudia Gadelha,"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989",4.69,45%,3.23,60%,0.84,73%,64%,0.0,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.31,41%,4.57,57%,3.03,42%,58%,0.7,2020.0,1.0,6.0,2.0,2.0,1.0
Bevon Lewis,Trevin Giles,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",3.73,43%,2.67,54%,0.0,0%,66%,0.0,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",3.17,54%,2.39,58%,1.07,50%,72%,0.3,2020.0,1.0,2.0,0.0,3.0,0.0
Marcos Rogerio de Lima,Alexandr Romanov,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",3.7,57%,2.9,51%,1.4,45%,59%,0.5,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",3.78,51%,2.13,54%,4.49,55%,28%,0.9,2020.0,0.0,2.0,0.0,5.0,0.0
Darren Elkins,Eduardo Garagorri,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.4,38%,3.34,51%,2.87,34%,56%,1.1,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",3.42,51%,2.36,58%,0.48,100%,61%,0.0,2020.0,2.0,6.0,0.0,1.0,1.0
Max Griffin,Ramiz Brahimaj,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",3.76,47%,3.7,58%,1.28,40%,70%,0.3,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",2.23,46%,3.42,44%,1.74,38%,48%,2.0,2020.0,0.0,3.0,2.0,2.0,1.0
Gustavo Lopez,Anthony Birchak,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",2.48,40%,3.87,57%,1.74,41%,31%,0.7,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5,2020.0,0.0,1.0,0.0,1.0,1.0
Uriah Hall,Anderson Silva,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.23,48%,3.85,54%,0.54,38%,64%,0.1,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.5,77%,69%,0.8,2020.0,0.0,4.0,0.0,17.0,1.0
Bryce Mitchell,Andre Fili,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994",2.27,59%,1.6,58%,3.24,36%,33%,1.2,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.87,37%,4.23,51%,2.22,45%,71%,0.2,2020.0,0.0,6.0,0.0,2.0,1.0
Greg Hardy,Maurice Greene,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",4.79,50%,3.31,55%,0.2,33%,64%,0.0,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",3.28,45%,3.61,45%,0.0,0%,27%,0.4,2020.0,0.0,2.0,0.0,3.0,1.0
Charlie Ontiveros,Kevin Holland,"6' 2""",155 lbs.,"74""",Switch,"Jul 04, 1991",1.89,41%,5.86,31%,0.0,0%,30%,0.0,"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",4.26,49%,3.22,50%,0.83,39%,56%,0.5,2020.0,0.0,0.0,0.0,5.0,0.0
King Green,Thiago Moises,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",6.4,52%,3.72,62%,1.22,39%,74%,0.3,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.48,42%,4.08,53%,1.31,35%,52%,1.1,2020.0,0.0,8.0,1.0,3.0,0.0
Alexander Hernandez,Chris Gruetzemacher,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",4.31,40%,4.5,59%,1.14,36%,73%,0.1,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",6.18,57%,4.96,52%,0.21,50%,65%,0.0,2020.0,3.0,3.0,1.0,2.0,1.0
Victor Rodriguez,Adrian Yanez,"5' 5""",125 lbs.,"67""",Switch,"Sep 05, 1992",1.59,37%,6.11,50%,0.0,0%,0%,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 29, 1993",6.23,41%,5.75,54%,0.0,0%,81%,0.0,2020.0,0.0,0.0,1.0,6.0,0.0
Jack Marshman,Sean Strickland,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.74,25%,4.19,56%,0.0,0%,20%,0.0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.95,42%,4.57,60%,0.73,64%,76%,0.2,2020.0,0.0,1.0,1.0,6.0,0.0
Jason Witt,Cole Williams,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",2.15,44%,2.54,52%,6.9,48%,100%,0.9,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",0.31,27%,5.34,23%,0.0,0%,25%,0.0,2020.0,0.0,1.0,0.0,0.0,1.0
Dustin Jacoby,Justin Ledet,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",5.37,47%,4.02,57%,0.33,25%,62%,0.0,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2,2020.0,1.0,4.0,0.0,3.0,1.0
Miles Johns,Kevin Natividad,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 30, 1994",3.36,44%,2.99,65%,1.22,26%,77%,0.0,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993",2.68,34%,4.29,47%,3.66,50%,83%,0.0,2020.0,0.0,2.0,0.0,0.0,1.0
Justin Gaethje,Khabib Nurmagomedov,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",6.59,58%,7.18,51%,0.1,14%,68%,0.0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48%,1.75,65%,5.32,48%,84%,0.8,2020.0,0.0,4.0,12.0,12.0,0.0
Jared Cannonier,Robert Whittaker,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",4.42,49%,4.35,56%,0.54,40%,64%,0.0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.39,43%,3.36,59%,0.73,38%,82%,0.0,2020.0,1.0,3.0,0.0,9.0,0.0
Alexander Volkov,Walt Harris,"6' 7""",261 lbs.,"80""",Orthodox,"Oct 24, 1988",4.78,57%,2.86,53%,0.57,66%,68%,0.2,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1,2020.0,0.0,4.0,0.0,2.0,1.0
Phil Hawes,Jacob Malkoun,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",5.33,59%,3.72,55%,2.11,34%,90%,0.2,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.86,56%,2.48,52%,6.62,42%,20%,0.4,2020.0,0.0,4.0,0.0,2.0,1.0
Lauren Murphy,Liliya Shakirova,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.94,38%,5.19,56%,1.09,24%,67%,0.2,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",2.7,30%,2.58,74%,0.0,0%,0%,0.0,2020.0,0.0,5.0,0.0,0.0,1.0
Ion Cutelaba,Magomed Ankalaev,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.26,43%,3.34,47%,3.77,49%,75%,0.1,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.65,52%,2.59,56%,0.79,22%,87%,0.0,2020.0,2.0,2.0,3.0,9.0,0.0
Stefan Struve,Tai Tuivasa,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",3.77,46%,5.18,44%,0.0,0%,57%,0.0,2020.0,0.0,4.0,0.0,5.0,0.0
Casey Kenney,Nathaniel Wood,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",5.74,52%,4.32,54%,1.46,50%,73%,0.5,2020.0,0.0,3.0,2.0,3.0,1.0
Alex Oliveira,Shavkat Rakhmonov,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.99,51%,2.55,46%,2.35,38%,63%,0.6,"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994",3.25,60%,2.17,51%,1.4,25%,85%,1.2,2020.0,0.0,3.0,6.0,6.0,0.0
Sam Alvey,Da Woon Jung,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",3.24,40%,4.23,49%,1.59,47%,75%,0.2,2020.0,0.0,4.0,0.0,2.0,0.0
Miranda Maverick,Liana Jojua,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",3.22,44%,2.25,61%,2.16,40%,45%,0.4,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",2.42,30%,5.32,54%,1.71,66%,50%,1.3,2020.0,4.0,4.0,0.0,1.0,1.0
Alexander Yakovlev,Joel Alvarez,"6' 3""",155 lbs.,"74""",Southpaw,"Jul 18, 1984",1.74,47%,2.41,58%,1.66,35%,72%,0.1,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",4.78,55%,3.07,54%,0.19,33%,47%,1.1,2020.0,0.0,2.0,3.0,4.0,0.0
Chan Sung Jung,Brian Ortega,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",3.93,41%,4.52,52%,0.7,44%,72%,0.6,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",3.84,37%,6.38,49%,0.93,25%,54%,0.9,2020.0,0.0,3.0,0.0,6.0,0.0
Katlyn Cerminara,Jessica Andrade,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.58,34%,4.48,62%,0.31,15%,50%,0.3,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",6.37,48%,5.58,54%,2.1,54%,75%,0.3,2020.0,0.0,4.0,0.0,4.0,0.0
Modestas Bukauskas,Jimmy Crute,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994",3.32,43%,3.93,51%,0.3,66%,80%,0.1,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",4.15,52%,3.65,42%,4.39,52%,58%,2.0,2020.0,3.0,3.0,1.0,3.0,0.0
Claudio Silva,James Krause,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.48,42%,3.0,46%,2.85,26%,44%,1.1,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9,2020.0,0.0,5.0,0.0,6.0,0.0
Jonathan Martinez,Thomas Almeida,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.44,49%,4.09,56%,0.38,35%,68%,0.1,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",4.84,43%,4.93,61%,0.17,14%,75%,0.0,2020.0,0.0,6.0,0.0,4.0,1.0
Mateusz Gamrot,Guram Kutateladze,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.29,51%,2.96,59%,5.15,37%,83%,0.1,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,45%,4.22,54%,0.61,15%,75%,0.0,2020.0,1.0,4.0,1.0,1.0,0.0
Gillian Robertson,Poliana Botelho,"5' 5""",115 lbs.,"63""",Orthodox,"May 17, 1995",2.86,48%,2.86,56%,2.74,40%,41%,0.9,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.9,58%,2.8,54%,0.85,57%,76%,0.0,2020.0,3.0,3.0,0.0,2.0,1.0
John Phillips,JunYong Park,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985",1.72,34%,4.03,49%,0.0,0%,7%,0.0,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.64,51%,3.82,51%,1.69,42%,54%,0.8,2020.0,0.0,1.0,2.0,4.0,0.0
Fares Ziam,Jamie Mullarkey,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",2.85,51%,1.62,64%,1.62,40%,70%,0.2,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",4.2,46%,4.34,54%,2.4,29%,78%,0.1,2020.0,4.0,4.0,0.0,2.0,1.0
Maxim Grishin,Gadzhimurad Antigulov,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,52%,2.27,58%,0.21,16%,66%,0.0,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",2.08,55%,4.21,40%,5.08,36%,0%,1.4,2020.0,1.0,1.0,0.0,2.0,1.0
Mark Striegl,Said Nurmagomedov,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.4,45%,4.07,40%,0.0,0%,66%,0.0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.08,48%,2.05,55%,0.86,15%,63%,1.1,2020.0,0.0,0.0,0.0,4.0,0.0
Cory Sandhagen,Marlon Moraes,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",4.86,45%,3.47,56%,1.15,34%,56%,0.2,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3,2020.0,1.0,5.0,0.0,4.0,1.0
Makwan Amirkhani,Edson Barboza,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,44%,4.6,55%,0.43,50%,73%,0.1,2020.0,0.0,3.0,0.0,4.0,0.0
